index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
2149,"['2020', 'crime', 'report', 'saw', 'highest', 'homicide', 'number', '26', 'overall', 'violent', 'crime', 'lower']","['end', 'crime', 'statistic', 'released', 'showed', 'dramatic', 'increase', 'number', 'homicide', '2020', 'pushing']",Seattle PI,2021-01-01 00:00:00,-0.4333333333333333,0.6,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
2150,"['seahawks', 'chad', 'wheeler', 'arrested', 'suspicion', 'felony', 'domestic', 'violence']","['time', 'generally', 'name', 'suspect', 'charged', 'kent', 'report', 'responded']",The Seattle Times,2021-01-01 00:00:00,0.05000000000000002,0.5,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
2151,"['ohio', 'toledo', 'standoff', 'suspect', 'also', 'dead']","['suspect', 'participate', 'hour', 'de', 'escalation', 'negotiation', 'app', 'facebook', 'toledo']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
2152,"['echohawk', 'announces', 'run', 'mayor', 'including', 'plan']","['see', 'good', 'echohawk', 'told', 'chs', 'monday', 'also', 'responding', 'defund', 'proposal', 'create']",CHS Capitol Hill Seattle,2021-01-01 00:00:00,0.7,0.6000000000000001,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
2153,"['6', 'arrested', 'east', 'precinct', 'weekend']","['six', 'people', 'arrested', 'weekend', 'property', 'damage', 'pedestrian', 'interference', 'obstruction', 'outside']",KIRO-TV,2021-01-01 00:00:00,0.0,0.05,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2154,"['supervisor', 'violated', 'policy', 'case']","['nearly', 'nine', 'month', 'kert', 'lin', 'became', 'target', 'hateful', 'verbal', 'attack', 'frustration', 'lack']",Northwest Asian Weekly,2021-01-01 00:00:00,0.1,0.4,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
2155,"['fatally', 'stabbed']","['investigating', 'homicide', '8', '47', 'p', 'called', '6000', 'block', 'martin', 'luther', 'king', 'jr', 'way']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2156,"['spog', 'president', 'apologize', 'resign', 'tweet', 'appear', 'blame', 'blm', 'riot', 'capitol']","['fact', 'every', 'obligation', 'post', 'speech', 'negatively', 'impact', 'ability', 'serve']",MyNorthwest.com,2021-01-01 00:00:00,-0.3,0.4,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2157,"['need', 'help', 'alert', 'waitress', 'save', 'abused']","['told', 'tried', 'three', 'time', 'signaled', 'yes', 'carvalho', 'called', 'arrested', 'stepfather', 'timothy', 'wilson', 'ii']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2158,"['teresa', 'mosqueda', 'run', 'reelection', 'council', 'nixing', 'mayoral', 'speculation']","['also', 'presided', 'tumultuous', 'budget', 'process', 'last', 'reeling', 'pandemic', 'fueled', 'revenue', 'loss', 'near', 'nightly', 'protest']",The Seattle Times,2021-01-01 00:00:00,0.05,0.23333333333333334,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2159,"['fifth', 'identified', 'tacoma', 'death', 'manuel', 'elli', 'put', 'leave']","['fifth', 'identified', 'tacoma', 'death', 'manuel', 'elli', 'put', 'leave', 'investigate', 'tacoma', 'involvement', 'elli', 'death']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,neutral,objective,neutral,objective
2160,"['suspect', 'arrested', 'fatal', 'day', 'hit', 'run', 'montlake', 'bridge']","['received', 'around', '1', 'passersby', 'seen', 'bridge', 'roadway', 'swinging', 'around']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2161,"['texas', 'standoff', '2', 'dead', 'hostage', 'situation', 'austin', 'medical', 'office']","['austin', 'swat', 'team', 'responded', 'receiving', '911', 'claiming', 'armed', 'suspect', 'taken', 'hostage', 'medical', 'office']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
2162,"['union', 'president', 'resign', 'capitol', 'attack', 'remark', 'blame', 'cancel', 'culture']","['mike', 'solan', 'president', 'rank', 'file', 'union', 'durkan', 'council', 'member', 'praised', 'reform']",The Seattle Times,2021-01-01 00:00:00,-0.8,0.9,Q9,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,subjective,negative,subjective
2163,"['investigating', '15th', 'john', 'stabbing']","['searching', 'suspect', 'reported', 'stabbing', 'near', '15th', 'john', 'sunday', 'night', 'fire', 'called', 'neary']",CHS Capitol Hill Seattle,2021-01-01 00:00:00,-0.25,0.6000000000000001,Q9,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,subjective,neutral,objective
2164,"['accused', 'pointing', 'gun', 'people', 'near', 'space', 'needle', 'arrested']","['33', 'witness', 'pointed', 'gun', 'several', 'people', 'near', 'space', 'needle', 'arrested', 'early', 'friday', 'morning']",KIRO-TV,2021-01-01 00:00:00,0.06666666666666667,0.2333333333333333,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,objective,neutral,objective
2165,"['arrest', 'three', 'teen', 'suspected', 'involved', 'oregon', 'washington', 'robbery']","['arrested', 'three', 'teen', 'suspected', 'involved', 'series', 'robbery', 'oregon', 'washington']",KOMO News,2021-01-01 00:00:00,0.0,0.0,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2166,"['former', 'chief', 'evolve', 'reimagine', 'policy', '2021']","['whether', 'momentum', 'carry', '2021', 'former', 'chief', 'carmen', 'best', 'spoke', 'msnbc', 'achieved']",MyNorthwest.com,2021-01-01 00:00:00,0.5,0.15,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
2167,"['legislation', 'strengthen', 'subpoena', 'power', 'opa', 'oig', 'pas', 'council']","['council', 'approved', 'stronger', 'subpoena', 'power', '2017', 'accountability', 'ordinance', 'contract']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.0,Q9,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
2168,"['washington', 'state', 'lawmaker', 'hear', 'testimony', 'bill', 'ban', 'chokehold', 'tactic']","['hb', '1054', 'would', 'create', 'statewide', 'policy', 'prohibiting', 'initiating', 'car', 'chase', 'unless', 'port']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2169,"['make', 'arrest', 'body', 'found', 'seward', 'park']","['death', 'immediately', 'apparent', 'determined', 'king', 'county', 'medical', 'examiner', 'office']",The Seattle Times,2021-01-01 00:00:00,0.025,0.175,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2170,"['fbi', 'urge', 'chief', 'across', 'u', 'high', 'alert']","['want', 'dismissive', 'anything', 'chief', 'jorge', 'colina', 'miami', 'thousand', 'official', 'participating']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2171,"['shot', 'rainier', 'beach', 'search', 'neighborhood']","['called', 'search', 'rainier', 'beach', 'neighborhood', 'shot', 'leg', 'sunday', 'night']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
2172,"['rantz', 'school', 'pull', 'teacher', 'suspected', 'indecent', 'exposure', 'remote', 'class']","['report', 'withheld', 'time', 'incident', 'alleged', 'sexual', 'nature', 'involves', 'juvenile']",MyNorthwest.com,2021-01-01 00:00:00,0.05000000000000001,0.39444444444444443,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2173,"['substitute', 'teacher', 'investigation', 'camera', 'incident', 'remote', 'class']","['school', 'security', 'filed', 'report', 'confirmed', 'sexual', 'assault', 'unit', 'investigating', 'elaborate']",KING 5,2021-01-01 00:00:00,0.4666666666666666,0.9444444444444445,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
2174,"['monroe', 'motorcycle', 'hit', 'duo', 'driver']","['monroe', 'crash', 'monroe', 'january', '26', '2021', '6', '09', 'pm', 'pst', 'kiro', '7', 'news', 'staff', 'monroe', 'wash', 'hurt', 'driver', 'suspected']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2175,"['7', 'name', 'watch', 'wide', 'open', '2021', 'mayoral', 'race']","['mayor', 'jenny', 'durkan', 'surprise', 'announcement', 'would', 'oliver', 'supporter', 'defunding']",Seattle PI,2021-01-01 00:00:00,0.0,0.0,Q9,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
2176,"['mass', 'murder', 'indiana', 'leaf', '6', 'dead', 'including', 'pregnant', '1', 'juvenile', 'hospitalized']","['indianapolis', 'mayor', 'joe', 'hogsett', 'indianapolis', 'metropolitan', 'chief', 'randall', 'taylor', 'referred', 'incident', 'mass', 'murder']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2177,"['council', 'kshama', 'sawant', 'asks', 'investigation', 'receiving', 'threat', 'fire', 'email', 'address']","['someone', 'access', 'fire', 'email', 'address', 'sending', 'sgt', 'randy', 'huserik', 'spokesperson']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2178,"['minnesota', 'fatally', 'shot', 'garage', 'stray', 'bullet']","['willmar', '41', 'hit', 'bullet', 'penetrated', 'wall', '7', '40', 'p', 'kmsp', 'reported']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2179,"['2', 'men', 'wanted', 'base', 'jumping', 'downtown', 'nashville', 'hotel']","['official', 'metro', 'nashville', 'men', 'caused', 'mass', 'panic', 'jumped', 'rooftop', 'bar', 'grand', 'hyatt', 'hotel']",KIRO-TV,2021-01-01 00:00:00,0.5,1.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
2180,"['suspect', 'arrested', 'random', 'blindside', 'kick', 'assault']","['arrested', '19', 'connection', 'similar', 'random', 'unprovoked', 'assault', 'last', 'week', 'released']",KIRO-TV,2021-01-01 00:00:00,-0.16666666666666666,0.32222222222222224,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,objective,neutral,objective
2181,"['make', 'reform', 'top', 'priority', 'biden', 'doj']","['doj', 'pursued', 'civil', 'right', 'case', 'starting', '2011', 'pattern', 'practice', 'excessive', 'force']",The Seattle Times,2021-01-01 00:00:00,0.011904761904761899,0.5452380952380952,Q9,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,negative,subjective,negative,subjective
2182,"['battle', 'accountability', 'ramp', 'washington', 'state']","['meantime', 'expect', 'arbitration', 'issue', 'play', 'big', 'role', 'come', 'next', 'council']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.05,Q9,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
2183,"['arrest', 'allegedly', 'involved', 'random', 'attack', '2']","['arrested', 'randomly', 'kicked', 'head', 'separate', 'incident', 'took', 'place']",Q13 FOX,2021-01-01 00:00:00,-0.5,0.5,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,subjective,neutral,objective
2184,"['highest', 'number', 'murder', '26', '2020']","['work', 'take', 'input', 'continue', 'part', 'crime']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2185,"['aware', 'possible', 'illegal', 'street', 'racing', 'event', 'weekend']","['aware', 'potential', 'street', 'racing', 'event', 'held', 'weekend', 'illegal']",KOMO News,2021-01-01 00:00:00,-0.08333333333333333,0.5833333333333334,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,negative,subjective,negative,objective
2186,"['6', 'arrested', 'east', 'precinct', 'capitol', 'hill', 'weekend']","['6', 'arrested', 'east', 'precinct', 'capitol', 'hill', 'weekend', 'obstruction', 'outside', 'east', 'precinct', 'official']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.05,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2187,"['arizona', 'seek', 'took', 'wallet', '200', '6', 'dropped', 'walmart']","['official', 'chandler', 'child', 'mother', '9', 'p', 'wednesday', 'dropped', 'wallet', 'contained', 'money']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2188,"['tacoma', 'ramp', 'rollout', 'body', 'worn', 'camera']","['tacoma', 'rolled', 'body', 'worn', 'camera', '80', 'monday', 'part', 'phased', 'deployment', 'plan', 'completed', 'march']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.0,Q9,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,neutral,objective,neutral,objective
2189,"['bellevue', 'arrest', '2', 'men', 'sex', 'trafficking', 'victim', 'reach', 'help']","['located', 'arrested', '37', 'michael', 'ulrich', 'mountlake', 'terrace', '50', 'quentin', 'hamilton']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2190,"['release', 'photo', 'seek', 'info', 'unsolved', '1996']","['arlington', 'texas', 'eight', 'minute', 'long', 'took', '9', 'amber', 'hagerman', 'abducted', 'leaving', 'grandmother', 'home', 'ride', 'bike']",KIRO-TV,2021-01-01 00:00:00,-0.05,0.4,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2191,"['stole', 'ambulance', 'caught', 'fast', 'food', 'drive', 'thru', 'emergency', 'light', 'flashing']","['houston', 'jumped', 'drove', 'ambulance', 'paramedic', 'apartment', 'complex', 'near', 'fast', 'food', 'restaurant', 'khou']",KIRO-TV,2021-01-01 00:00:00,9.25185853854297e-18,0.4666666666666666,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2192,"['sc', 'dy', 'day', 'car', 'crash', 'responding']","['north', 'myrtle', 'beach', 'c', 'south', 'carolina', 'sergeant', 'died', 'got', 'many', 'known', 'ever']",KIRO-TV,2021-01-01 00:00:00,0.5,0.5,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
2193,"['suspected', 'armed', 'robber', 'dy', 'crash', 'fleeing']","['kent', 'requested', 'king', 'county', 'sherriff', 'office', 'conduct', 'independent', 'investigation', 'crash', 'official']",KIRO-TV,2021-01-01 00:00:00,0.0,0.125,Q9,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,neutral,objective,neutral,objective
2194,"['california', 'mother', 'gunned', 'camera', 'front', 'toddler', 'daughter']","['los', 'angeles', 'responded', 'pacoima', 'home', 'thursday', 'morning', 'found', 'karen', 'ruiz', 'suffering', 'multiple', 'gunshot']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2195,"['sawant', 'received', 'threat', 'fire', 'email', 'address']","['saying', 'serious', 'threat', 'towards', 'elected', 'official', 'including', 'mayor', 'durkan', 'councilmembers', 'investigated']",KOMO News,2021-01-01 00:00:00,-0.3333333333333333,0.6666666666666666,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
2196,"['ice', 'protester', 'march', 'kiro', '7', 'news']","['protest', 'turned', 'violent', 'wednesday', 'watched', 'group', 'carefully', '50', 'people', 'met', 'occidental', 'park', 'pioneer', 'square', '2', 'p']",KIRO-TV,2021-01-01 00:00:00,-0.45,1.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
2197,"['westwood', 'village', 'target', 'evacuated', 'friday', 'night']","['crisis', 'situation', 'summary', 'started', '9', 'pm', 'person', 'known', 'pd', 'similar', 'incident']",West Seattle Blog...,2021-01-01 00:00:00,0.0,0.4,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
2198,"['pop', 'center', 'open', 'bloodworks', 'northwest', 'whole', 'audience']","['another', 'pop', 'center', 'mariner', 'mobile', 'park', 'february', 'listen', 'dori', 'monson', 'show', 'weekday', 'afternoon', 'noon', '3', 'p']",MyNorthwest.com,2021-01-01 00:00:00,-0.1,0.1,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2199,"['gov', 'inslee', 'educator', 'return', 'asked', 'grocery', 'clerk']","['anything', 'asked', 'child', 'care', 'provider', 'stepped', 'plate', 'firefighter']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2200,"['see', 'west', 'marginal', 'way', 'alternative', 'headlined', 'west']","['tracy', 'record', 'west', 'blog', 'editor', 'proposal', 'north', 'stretch', 'west', 'marginal', 'way', 'sw', 'go', 'public', 'feedback', 'microscope']",West Seattle Blog…,2021-01-01 00:00:00,0.0,0.06666666666666667,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2201,"['faulty', 'boeing', 'system', 'eventually', 'led', '737', 'max', 'crash']","['crisis', 'level', 'washington', 'policing', 'bill', 'local', 'news', 'state', 'policing', 'bill', 'limited', 'impact', 'chief']",MyNorthwest.com,2021-01-01 00:00:00,-0.03571428571428571,0.07142857142857142,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2202,"['hundred', 'sign', 'weigh', 'wa', 'bill', 'limit', 'high', 'capacity', 'magazine', 'open', 'carry']","['covid', '19', 'reform', 'may', 'top', 'mind', 'lawmaker', 'making', 'state', 'mass', 'mukilteo', 'downtown', 'burlington']",MyNorthwest.com,2021-01-01 00:00:00,0.5,0.5,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
2203,"['aviation', 'analyst', 'react', 'boeing', '737', 'max', 'fraud', 'penalty']","['definitely', 'engaged', 'deception', 'saw', 'last', 'week', 'end', 'result', 'charles', 'herrmann', 'herrmann', 'law', 'group']",MyNorthwest.com,2021-01-01 00:00:00,0.0,0.2833333333333333,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2204,"['expired', 'win', '200', 'gift', 'card', 'seahawks', 'pro', 'shop']","['flagship', 'station', 'seahawks', '710', 'espn', 'seatle', 'kiro', 'radio', 'chance', 'win', '200', 'store', 'gift', 'card', 'seahawks', 'pro']",MyNorthwest.com,2021-01-01 00:00:00,0.8,0.4,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
2205,"['investigation', 'underway', 'tacoma']","['tacoma', 'wash', 'investigation', 'underway', '21', 'shot', 'friday', 'night', 'tacoma', 'happened', '7', '30', 'p']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,neutral,objective,neutral,objective
2206,"['tacoma', 'homicide', 'number', 'solve', 'rate']","['tacoma', 'agency', 'pierce', 'county', 'cold', 'case', 'unit', 'homicide', 'tacoma', 'last', '24']",KIRO-TV,2021-01-01 00:00:00,-0.3,0.5333333333333333,Q9,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,negative,subjective,neutral,objective
2207,"['2', 'charged', 'sandy', 'hook', 'memorial', 'mural', 'defaced']","['southington', 'responded', 'past', 'episode', 'vandalism', 'site', 'owner', 'donated', 'back', 'structure']",KIRO-TV,2021-01-01 00:00:00,-0.125,0.125,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
2208,"['silence', 'deafening', 'downtown', 'business', 'owner', 'speak', 'another', 'destructive', 'protest']","['statement', 'done', 'appropriate', 'thing', 'arresting', 'anyone', 'engaging', 'destructive', 'act', 'office', 'mayor', 'durkan', 'held']",Q13 FOX,2021-01-01 00:00:00,0.10000000000000002,0.6,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,positive,subjective,negative,objective
2209,"['teen', 'deadly', 'marysville', 'leaf', 'public', 'clue']","['initially', 'told', 'teen', 'may', 'shot', 'bb', 'gun', 'information', 'asked', 'marysville', '360', '363', '8326']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
2210,"['1', 'dead', 'collision', 'involving', 'three', 'vehicle', 'renton']","['firefighter', 'called', '8', 'p', 'benson', 'dr', 'south', '27th', 'place', 'shutting', 'lane', 'benson', 'renton', 'person', 'died']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2211,"['men', 'arrested', 'stealing', '8', '000', 'fruit', 'vegetable', 'local', 'produce', 'company']","['employee', 'wholesale', 'produce', 'company', 'accomplice', 'arrested', 'weekend', 'executive']",KOMO,2021-01-01 00:00:00,0.0,0.0,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
2212,"['supporter', 'hoping', '2021', 'run', 'mayor']","['university', 'announced', 'adding', 'attorney', 'activist', 'nikkita', 'oliver', 'school', 'maintains', 'close', 'tie']",CHS Capitol Hill Seattle,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2213,"['arrested', 'robbing', 'several', 'people', 'fake', 'gun', 'west']","['arrested', '35', 'robbed', 'several', 'people', 'west', 'tuesday', 'night', 'realistic', 'looking', 'airsoft', 'gun']",KOMO News,2021-01-01 00:00:00,0.08333333333333333,0.16666666666666666,Q9,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,objective,neutral,objective
2214,"['driver', 'hit', 'patrol', 'vehicle', 'injures', 'renton']","['renton', 'patrol', 'car', 'hit', 'renton', 'january', '17', '2021', '4', '29', 'pm', 'pst', 'kiro', '7', 'news', 'staff', 'renton', 'wash', 'renton', 'recovering']",KIRO-TV,2021-01-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2215,"['held', '10m', 'bail', 'connection', 'death', 'found', 'seward', 'park']","['thursday', 'seward', 'park', 'prosecutor', 'probable', 'cause', 'statement', 'outlining', 'case', 'suspect']",The Seattle Times,2021-01-01 00:00:00,0.0,0.0,Q9,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
2216,"['fatally', 'shoot', 'wielding', 'knife', 'near', 'waterfront']","['port', 'called', 'around', '9', '20', 'p', 'report', 'crisis', 'wielding', 'knife', 'along', 'alaskan', 'way', 'seneca', 'street']",KOMO News,2021-02-01 00:00:00,0.0,0.0,Q9,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
2217,"['release', 'bodycam', 'video', 'fatally', 'shoot', 'armed', 'knife', 'near', 'waterfront']","['wednesday', 'night', 'released', 'bodycam', 'video', 'shot', 'tuesday', 'night', 'along', 'downtown']",KIRO-TV,2021-02-01 00:00:00,0.0,0.0,Q9,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
