,title,media,date,desc,link,Local,quarter,cluster
2262,"California veteran suffering mental health crisis died after police knelt on his neck, family says",KIRO-TV,2021-02-01 00:00:00,"Three days later, 30-year-old Angelo Quinto was dead, and family members contend the actions of officers with the Antioch Police Department are to blame.",https://www.kiro7.com/news/trending/california-veteran-suffering-mental-health-crisis-died-after-police-knelt-his-neck-family-says/ZFYHH74GSNERJJ7SKKEI2MPKBQ/,0,Q9,3
2263,Cheetos ‘residue’ helps police nab Oklahoma burglary suspect,KIRO-TV,2021-02-01 00:00:00,"— A Tulsa woman is facing first-degree burglary charges after her snack of choice became key forensic evidence. According to the Tulsa Police Department, a ...",https://www.kiro7.com/news/trending/cheetos-residue-helps-police-nab-oklahoma-burglary-suspect/I2MQEBAZWBHHZASCOKE3GKFS24/,0,Q9,3
2264,"OPINION: In the Aftermath of the Shootings at Urban League Village, How Do We Navigate the Complex Layers of Accountability?",South Seattle Emerald,2021-02-01 00:00:00,... was then shot and killed by officers from the Seattle Police Department (SPD). ... of Gregory Taylor because he was murdered by Seattle police officers.,https://southseattleemerald.com/2021/02/17/opinion-in-the-aftermath-of-the-shootings-at-urban-league-village-how-do-we-navigate-the-complex-layers-of-accountability/,0,Q9,6
2265,"Seattle police tickets over 5,000 vehicles crossing lower West Seattle Bridge this month",KOMO News,2021-02-01 00:00:00,"11. A spokesman for Seattle Municipal Court said 3,308 violations have been filed with the court after being sent over by SPD and the city's photo enforcement ...",https://komonews.com/news/local/seattle-police-tickets-over-5000-vehicles-crossing-lower-spokane-street-bridge-this-month,0,Q9,3
2266,Turmoil surfaces in Seattle City Council’s push to reimagine public safety,The Seattle Times,2021-02-01 00:00:00,"Last fall, in one of the bigger victories for the movement to defund the Seattle Police Department, the Seattle City Council awarded a $3 million contract ...",https://www.seattletimes.com/seattle-news/politics/turmoil-surfaces-in-seattle-city-councils-push-to-reimagine-public-safety-using-researchers/,0,Q9,4
2267,"‘Please wipe my eyes’: Video shows Rochester girl, 9, pepper-sprayed by police",KIRO-TV,2021-02-01 00:00:00,"It's called pepper spray,” an officer says. In a statement, the Rochester Police Department said the girl was “agitated when she saw her custodial parent.” “ ...",https://www.kiro7.com/news/trending/please-wipe-my-eyes-video-shows-rochester-girl-9-pepper-sprayed-by-police/PXSHPFA3M5AOXAJ2AHPSKSI7TE/,0,Q9,6
2268,"Car thief on the run after ramming SPD car, racing around N. Seattle at 100 mph",KOMO,2021-02-01 00:00:00,SEATTLE -- Seattle Police are looking for a man who rammed a patrol car and drove a stolen SUV through North Seattle at speeds over 100 mph at times Monday ...,https://komonews.com/news/local/car-thief-on-the-run-after-ramming-spd-car-racing-around-n-seattle-at-100-mph,0,Q9,3
2269,Top SPD Officials Asked King County Jail Officials to Override COVID Restrictions and Book Nonviolent Protestors. They Complied.,South Seattle Emerald,2021-02-01 00:00:00,"Top Seattle Police Department (SPD) officials have asked that jail officials book nonviolent protestors into the King County Jail on more than one occasion, ...",https://southseattleemerald.com/2021/02/08/top-spd-officials-asked-king-county-jail-officials-to-override-covid-restrictions-and-book-nonviolent-protestors-they-complied/,0,Q9,3
2270,Hateful and Threatening Messages Filled Seattle City Council ...,The Stranger,2021-02-01 00:00:00,"A Facebook user who listed his job as a former patrolman in the Memphis Police Department told Sawant in a message that he would like to see her ""run out of ...",https://www.thestranger.com/slog/2021/02/17/55307723/hateful-and-threatening-messages-filled-seattle-city-council-inboxes-last-year-especially-sawants,0,Q9,3
2271,Seattle City Attorney Pete Holmes to seek fourth term,Seattle PI,2021-02-01 00:00:00,Seattle City Attorney Pete Holmes announced Tuesday morning he would seek a ... the role of the Seattle Police Department (SPD) following calls to defund ...,https://www.seattlepi.com/local/politics/article/seattle-city-attorney-pete-holmes-reelection-2021-15936391.php,0,Q9,3
2272,"Several arrested, drugs and weapons seized from encampment tent",KIRO-TV,2021-02-01 00:00:00,"Seattle police said a warrant was served at a homeless encampment north of the 700 block of Yesler Way, where three men were arrested.",https://www.kiro7.com/news/local/several-arrested-narcotics-dealing-investigation-drugs-weapons-seized/VCEYOXQPRNFRFPFRPOR7LB5MOE/,0,Q9,2
2273,New Orleans officer fatally shot outside high school basketball ...,KIRO-TV,2021-02-01 00:00:00,"“The officer heard the disturbance and attempted to intervene,” New Orleans Police Department Superintendent Shaun Ferguson told reporters during a news ...",https://www.kiro7.com/news/trending/new-orleans-officer-fatally-shot-outside-high-school-basketball-game/G4U34RXGIZHELMRVLTUBVRLSBA/,0,Q9,3
2274,Rantz: Another ‘defund’ Seattle councilmember reports crimes to police she gutted,MyNorthwest.com,2021-02-01 00:00:00,"Herbold reported two harassing, threatening phone calls to the Seattle Police Department in the last several weeks. One was made to her office phone, ...",https://mynorthwest.com/2588805/rantz-another-defund-seattle-councilmember-reports-crimes-to-police-she-gutted/,0,Q9,3
2275,Acting Seattle Police Chief Adrian Diaz: No neighborhood immune to crime,KOMO News,2021-02-01 00:00:00,SEATTLE — Acting Seattle Police Department Chief Adrian Diaz said Monday that there needs to be more accountability in the system if the city wants to stem ...,https://komonews.com/news/local/acting-seattle-police-chief-adrian-diaz-no-neighborhood-immune-to-crime,0,Q9,3
2276,"Seattle’s unraveling, and AWOL leadership, predates the pandemic",The Seattle Times,2021-02-01 00:00:00,"She hopes you will forget that she, along with six of her council colleagues, pledged to defund the police department by 50%, ignoring calls to slow down ...",https://www.seattletimes.com/opinion/seattles-unraveling-and-awol-leadership-predates-the-pandemic/,0,Q9,4
2277,Former Ohio police officer indicted for murder in Andre Hill case,KIRO-TV,2021-02-01 00:00:00,"Adam Coy, a white man who formerly served with the Columbus Police Department, was indicted by a Franklin County grand jury in the shooting death of Andre ...",https://www.kiro7.com/news/trending/former-ohio-police-officer-indicted-murder-andre-hill-case/G7MW7K6VKRD73EJJFLORSEZEYY/,0,Q9,3
2278,"Seattle Police arrest five for narcotics dealing, recover cash and drugs",KOMO,2021-02-01 00:00:00,"SEATTLE – Seattle Police arrested five people who are suspected to be part of an organized crime group, police announced Thursday. Police say they arrested ...",https://komonews.com/news/local/seattle-police-arrest-five-for-narcotics-dealing,0,Q9,2
2279,Texas crash: 5 victims identified after 6 killed in 130-vehicle crash in Fort Worth,KIRO-TV,2021-02-01 00:00:00,11: The Fort Worth Police Department confirmed that at least six people died and at least 36 people were transported to hospitals and that a total of 65 ...,https://www.kiro7.com/news/trending/least-3-dead-after-dozens-vehicles-collide-fort-worth/B2MNGPHTRVDZTKWFORXTQVPKPM/,0,Q9,3
2280,"As snow piles up, Seattle area tries to dig out",The Seattle Times,2021-02-01 00:00:00,"Seattle-Tacoma International Airport saw 8 inches, according to the National ... The Seattle Police Department received more than 600 calls in 12 hours, ...",https://www.seattletimes.com/seattle-news/plowing-continues-as-seattle-area-digs-out-from-overnight-snow/,0,Q9,7
2281,"Police arrest burrowing burglars at Westwood Village, recover ...",Westside Seattle,2021-02-01 00:00:00,"Police arrest burrowing burglars at Westwood Village, recover handgun · burrowed hole in wall The hole burrowed in the wall. Photo courtesy of Seattle Police ...",https://www.westsideseattle.com/robinson-papers/2021/02/18/police-arrest-burrowing-burglars-westwood-village-recover-handgun,0,Q9,3
2282,Downtown business owners frustrated after suspects arrested in drug busts were released,KOMO,2021-02-01 00:00:00,"SEATTLE—This week, the Seattle Police Department has been busy busting nearly a dozen people in bold and dangerous drug operations.",https://komonews.com/news/operation-crime-justice/downtown-business-owners-frustrated-after-suspects-arrested-in-drug-busts-were-released,0,Q9,3
2283,Seattle Police accused of negligence in wrongful death lawsuit of protester killed on I-5,KOMO News,2021-02-01 00:00:00,... negligence by Seattle Police in a future trial. The claim asserted by the Taylor family attorney Karen Koehler was SPD could have prevented the accident ...,https://komonews.com/news/local/seattle-police-accused-of-negligence-in-wrongful-death-lawsuit-of-protester-killed-on-i-5,0,Q9,3
2284,Arizona police arrest 37 in child sex trafficking operation,KIRO-TV,2021-02-01 00:00:00,"The Phoenix Police Department recently partnered with the City of Mesa Police Department, Tempe Police Department, Chandler Police Department, Homeland Security ...",https://www.kiro7.com/news/trending/arizona-police-arrest-37-child-sex-trafficking-operation/V2E564HB6JFRPNQHZQVZPBKRW4/,0,Q9,3
2285,Idaho man fatally shot in backyard by officer who thought he was armed suspect,KIRO-TV,2021-02-01 00:00:00,The Idaho Falls Police Department said that the man who was being pursued was found hiding in a shed and was arrested. The Bonneville County Sheriff's ...,https://www.kiro7.com/news/trending/idaho-man-fatally-shot-backyard-by-officer-who-thought-he-was-armed-suspect/VOJT7IGX6BBM3N6GX46EI4IYVA/,0,Q9,2
2286,Suspect search continues in Renton after girl in stolen car found safe,KING 5,2021-02-01 00:00:00,The Renton Police Department issued the AMBER Alert after the car the girl was in at a Safeway parking lot at 200 South 3rd Street was stolen.,https://www.king5.com/article/news/local/renton/amber-alert-car-stolen-in-renton-with-child-inside/281-af131186-f775-47aa-9124-27984c044957,0,Q9,3
2287,Firings upheld for 3 Colorado officers who posed in photo near Elijah McClain memorial,KIRO-TV,2021-02-01 00:00:00,"McClain, 23, was pronounced dead on Aug. 27, 2019 -- a few days after he went into cardiac arrest following a struggle with officers from the Aurora Police ...",https://www.kiro7.com/news/trending/firings-upheld-3-colorado-officers-who-posed-photo-near-elijah-mcclain-memorial/3MZLFFOEOZH3HNSQEQXFYWLXDQ/,0,Q9,3
2288,US Marshal shot while serving warrant in Baltimore,KIRO-TV,2021-02-01 00:00:00,Baltimore police Commissioner Michael Harrison said officers had been looking ... with the Baltimore city police department and the U.S. Marshals Service.,https://www.kiro7.com/news/trending/us-marshal-shot-while-serving-warrant-baltimore/QUGXCD3UCJEXHLR4IL4K2L7NPI/,0,Q9,3
2289,Teen fatally shot in Renton; suspect arrested,KING 5,2021-02-01 00:00:00,"The 41-year-old Seattle man is the only suspect, according to the Renton Police Department. The police department says a 17-year-old was shot and killed in ...",https://www.king5.com/article/news/crime/teen-fatally-shot-in-renton-suspect-has-not-been-caught/281-7c18a6c6-9cc6-4dd1-a2a1-b0599abe267b,0,Q9,6
2290,"Rantz: Seattle activists livid as police shoot Black murder suspect, call it execution",MyNorthwest.com,2021-02-01 00:00:00,"Seattle activists are livid that police shot and killed a suspected ... SPD murdered someone last night, an action against police violence is taking place ...",https://mynorthwest.com/2568699/rantz-seattle-activists-black-murder-suspect/,0,Q9,6
2291,Police arrest man for allegedly harboring 12-year-old Lynnwood girl,KING 5,2021-02-01 00:00:00,"— Lynnwood Police Detectives say that the FBI has located 12-year-old Samantha Lake, who was last seen in the Meadowdale area Thursday morning. She was located ...",https://www.king5.com/article/news/local/detectives-searching-for-missing-lynnwood-girl-warn-shes-possibly-endangered/281-ec4165a9-6588-4ebb-85da-c0e557be80d4,0,Q9,3
2292,"Rantz: Another business ditches Seattle over safety concerns, CM Herbold on defensive",MyNorthwest.com,2021-02-01 00:00:00,"After Seattle Mayor Jenny Durkan and interim Seattle Police Department Chief Adrian Diaz questioned whether or not the council cares about the crime surge, ...",https://mynorthwest.com/2622732/rantz-another-business-ditches-seattle-over-safety-herbold-defensive/,0,Q9,4
2293,"Homeless man arrested in NY subway stabbing spree that left 2 dead, 2 wounded",KIRO-TV,2021-02-01 00:00:00,"According to the New York Police Department, 21-year-old Rigoberto Lopez is facing two charges of second-degree murder, two counts of attempted ...",https://www.kiro7.com/news/trending/homeless-man-arrested-ny-subway-stabbing-spree-that-left-2-dead-2-wounded/2I7ZW3MCSJB77PH5RSPE4W2WEQ/,0,Q9,3
2294,City Hall Legislative Aide Brianna Thomas Enters Race for Citywide Seat,South Seattle Emerald,2021-02-01 00:00:00,She also supports the cuts the council made recently to the Seattle Police Department budget and believes there should be more unarmed responders to ...,https://southseattleemerald.com/2021/02/25/city-hall-legislative-aide-brianna-thomas-enters-race-for-citywide-seat/,0,Q9,4
2295,Traffic stop morphs into 6-hour slow-speed police chase on California freeways,KIRO-TV,2021-02-01 00:00:00,"According to the Los Angeles Police Department, the chase began around 7 p.m. in response to a report of a man with a gun.",https://www.kiro7.com/news/trending/traffic-stop-morphs-into-6-hour-slow-speed-police-chase-california-freeways/35KIGL573FGNJG6VNVVQVHIEFI/,0,Q9,3
2296,Seattle Mayor Jenny Durkan touts 70% vaccination target in ...,The Seattle Times,2021-02-01 00:00:00,"She made only passing reference to the ongoing debate over defunding Seattle's Police Department, saying her plans will address “expanding alternatives to ...",https://www.seattletimes.com/seattle-news/politics/seattle-mayor-jenny-durkan-touts-70-vaccination-target-in-low-key-final-state-of-the-city-address/,0,Q9,3
2297,Funeral home van with body inside stolen from Missouri gas station; police seek 2 people of interest,KIRO-TV,2021-02-01 00:00:00,"“The vehicle was conveying a body at the time it was stolen,” the post added. app-facebook. St. Louis County Police ...",https://www.kiro7.com/news/trending/funeral-home-van-with-body-inside-stolen-missouri-gas-station-police-seek-2-people-interest/NKWLNEKOABBDPCNI666SXSXVVM/,0,Q9,3
2298,"NC boy, 12, fatally shoots home intruder who wounded grandmother",KIRO-TV,2021-02-01 00:00:00,"At around 1 a.m., officers responded to a shooting report in Goldsboro, according to a news release from the Goldsboro Police Department.",https://www.kiro7.com/news/trending/nc-boy-12-fatally-shoots-home-intruder-who-wounded-grandmother/4MJBUU6VXFFGBEBRMBFKBX4Q6A/,0,Q9,3
2299,Police: 11-year-old Lakewood girl dies after shooting herself with mom's gun,Q13 FOX,2021-02-01 00:00:00,"Panel issues recommendations for Seattle Police Department's protest response ... As western wildfire smoke spreads across America, who's ...",https://www.q13fox.com/news/police-11-year-old-lakewood-girl-dies-after-shooting-herself-with-moms-gun,0,Q9,3
2300,In meeting with African American police advisory council ...,CHS Capitol Hill Seattle,2021-02-01 00:00:00,Community anger over union head Mike Solan and Seattle Police support for the January ... representatives and usually one or two members of the SPD brass.,https://www.capitolhillseattle.com/2021/02/in-meeting-with-african-american-police-advisory-council-union-head-gets-taste-of-community-anger-over-criticism-of-black-lives-matter/,0,Q9,3
2301,Community Bicycling Groups Hope to Get ‘Arbitrary’ and ‘Troubling’ Helmet Laws on County Public Health Board’s Agenda in February,South Seattle Emerald,2021-02-01 00:00:00,"In a video published by Real Change, Seattle police invoked the helmet law to ... According to analysis by The Seattle Times, SPD officer Michael Chin wrote ...",https://southseattleemerald.com/2021/02/15/community-bicycling-groups-hope-to-get-arbitrary-and-troubling-helmet-laws-on-county-public-health-boards-agenda-in-february/,0,Q9,3
2302,Mayor's Office critical of demonstrator's snow blockade outside Seattle police precinct,KOMO News,2021-02-01 00:00:00,... critical of demonstrator's snow blockade outside Seattle police precinct ... A spokesperson for SPD said the incident did not result in any delays to ...,https://komonews.com/news/local/mayors-office-among-those-critical-of-demonstrators-snow-blockade-outside-police-precinc,0,Q9,3
2303,"Man sought after baby shot in head during parents’ dispute in Tennessee, police say",KIRO-TV,2021-02-01 00:00:00,"According to WZTV, the Columbia Police Department is looking for Kobia Eugene Lloyd Jr., 21, who faces charges of attempted first-degree murder, ...",https://www.kiro7.com/news/trending/man-sought-after-baby-shot-head-during-parents-fight-tennessee-police-say/V72JALIVTJEZ5D3EJDVT3ULMQU/,0,Q9,3
2304,"1 dead, 3 injured in early morning Tacoma shooting",The Seattle Times,2021-02-01 00:00:00,"Four people were shot in Tacoma early Saturday and one died, according to the Tacoma Police Department. Police responded to reports of a shooting at a ...",https://www.seattletimes.com/seattle-news/crime/four-shot-in-tacoma-early-saturday-one-died/,0,Q9,7
2305,Slog AM: SPD Will Finally Stop Arresting People Only for Drug ...,The Stranger,2021-02-01 00:00:00,"Seattle Police Department Says: ""...simple drug possession, is no longer an arrestable offense."" This announcement follows ""a landmark state Supreme Court"" ...",https://www.thestranger.com/slog/2021/02/26/55482991/slog-am-spd-will-finally-stop-arresting-people-for-drug-possession-only-009-percent-of-8-million-spotify-artists-earn-100000-or-more-ins,0,Q9,3
2306,"Former Maine police officer accused of selling drugs from cruiser, sometimes while on duty",KIRO-TV,2021-02-01 00:00:00,"He had joined the Calais Police Department in May 2019. “We are very surprised and concerned about the allegations against Mr. Bishop, as we are well aware ...",https://www.kiro7.com/news/trending/former-maine-police-officer-accused-selling-drugs-cruiser-sometimes-while-duty/JAZNRVP3YNGY3LWL3P3O7QU3T4/,0,Q9,3
2307,"New Mexico State Police officer shot, killed during traffic stop; suspect also dead",KIRO-TV,2021-02-01 00:00:00,"DEMING, N.M. — A police officer and a suspect are dead after gunfire erupted ... including the Las Cruces Police Department, the Dona Ana County Sheriff's ...",https://www.kiro7.com/news/trending/new-mexico-state-police-officer-shot-killed-during-traffic-stop-suspect-also-dead/UFVNIL4TLBHIBEZHAZ3ZVTZN5U/,0,Q9,0
2308,Police respond to armed man reported at 23rd and Yesler ...,CHS Capitol Hill Seattle,2021-02-01 00:00:00,A large police response filled the area around 23rd and Yesler's Catholic Community ... and thanked the Seattle Police Department and emergency responders.,https://www.capitolhillseattle.com/2021/02/police-respond-to-armed-gunman-reported-at-23rd-and-yesler-catholic-community-services-building/,0,Q9,3
2309,Debris falls from plane during emergency landing near Denver,The Seattle Times,2021-02-01 00:00:00,"All passengers were to be rebooked on a new flight to Hawaii, the airline said. The Broomfield Police Department posted photos on Twitter showing large, ...",https://www.seattletimes.com/nation-world/nation/plane-drops-debris-during-emergency-landing-near-denver/,0,Q9,3
2310,Wyoming man arrested after girlfriend’s toddler son found dead in dumpster,KIRO-TV,2021-02-01 00:00:00,**UPDATE** The child was found to be deceased. This incident is still under investigation by the Cheyenne Police Department. This page will remain the only ...,https://www.kiro7.com/news/trending/wyoming-man-arrested-after-girlfriends-toddler-son-found-dead-dumpster/E7N6X5ZAEFB6HA4XIANT26SGNA/,0,Q9,5
2311,"Grubhub driver steals puppy during delivery, police say",KIRO-TV,2021-02-01 00:00:00,"On Saturday, January 30, 2021, at approximately 1855, officers of the Jacksonville Beach Police Department responded to a condominium in the 1000 block of 1st ...",https://www.kiro7.com/news/trending/grubhub-driver-steals-puppy-during-delivery-police-say/UELCH63ORFCSTEART5JTOVVAZM/,0,Q9,3
2312,Lawsuit: Former New Orleans police officer sexually abused 14-year-old he drove to hospital for rape kit,KIRO-TV,2021-02-01 00:00:00,"Vicknair, a 13-year veteran with the department, was placed on emergency suspension following his arrest. He was fired from the New Orleans Police Department in ...",https://www.kiro7.com/news/trending/lawsuit-former-new-orleans-police-officer-sexually-abused-14-year-old-he-drove-hospital-rape-kit/PL62ZBVP45D2LJCFHCMKWWOSJM/,0,Q9,3
2313,"Slog AM: SPD Killed a Person, Snow Is Coming, A Redwall TV ...",The Stranger,2021-02-01 00:00:00,"SPD killed a person last night: The Seattle Police Department responded to calls of shots fired at 9:15 p.m. on Tuesday. According to police, when they ...",https://www.thestranger.com/slog/2021/02/10/55207404/slog-am-spd-killed-a-person-snow-is-coming-a-redwall-tv-show,0,Q9,6
2314,Corvallis bus fatally hits Albany woman,The Seattle Times,2021-02-01 00:00:00,"The Corvallis Police Department is working with the Benton County District Attorney's Office and once the investigation is finished, authorities will ...",https://www.seattletimes.com/seattle-news/northwest/corvallis-bus-fatally-hits-albany-woman/,0,Q9,5
2315,What were Seattle officers doing in D.C. on day of deadly Capitol siege?,KOMO News,2021-02-01 00:00:00,... here in Seattle regarding SPD officers who were in Washington D.C on the day of ... The question investigators and Seattle's top cop want answered: What ...,https://komonews.com/news/local/what-were-seattle-officers-doing-in-dc-on-day-of-deadly-capitol-siege,0,Q9,3
2316,"Seattle police looking to ID suspects in robbery, shooting of two teens in Rainier Beach",Q13 FOX,2021-02-01 00:00:00,"If you recognize these two, call the SPD Violent Crimes Tip Line at 206-233-5000. Advertisement. If you wish to remain anonymous and be paid a cash reward of up ...",https://www.q13fox.com/news/seattle-police-looking-identify-suspects-in-robbery-shooting-of-two-teens-in-rainier-beach,0,Q9,3
2317,Seattle City Council asks for judicial review before approving crowd control rules,KOMO News,2021-02-01 00:00:00,"SEATTLE — The Seattle City Council is backtracking on its efforts to ban the use and possession by Seattle Police Department officers of tear gas, ...",https://komonews.com/news/local/seattle-city-council-asks-for-judicial-review-before-approving-use-of-force-rule,0,Q9,1
2318,Rape cases increasing at alarming rate in King County this year,KOMO News,2021-02-01 00:00:00,"On Thursday night, officers with the Seattle Police Department swarmed the Aero Motel on East Marginal Way and mobilized the sexual assault unit for a woman ...",https://komonews.com/news/local/race-cases-increasing-at-alarming-rate-in-king-county-this-year,0,Q9,3
2319,Councilmember Lorena Gonzalez answers our questions ...,Westside Seattle,2021-02-01 00:00:00,"Will you cut the Seattle Police Department further and, if so, how? As a civil rights lawyer, I was horrified when one of Seattle's own officers threatened ...",https://www.westsideseattle.com/ballard-news-tribune/2021/02/21/councilmember-lorena-gonzalez-answers-our-questions-about-how-she,0,Q9,3
2320,Mayor Durkan says 'no search planned' for new Seattle Police Chief,KOMO News,2021-02-01 00:00:00,"SEATTLE — Seattle Mayor Jenny Durkan said Tuesday the city is in no hurry to ... ""We're still having discussion over what kind of police department we want.",https://komonews.com/news/local/mayor-durkan-says-no-search-planned-for-new-seattle-police-chief,0,Q9,3
2321,Seattle jogger recounts attempted abduction experience in Lake City area,MyNorthwest.com,2021-02-01 00:00:00,"A young woman was running in the Lake City neighborhood in Seattle early ... The investigation is ongoing, and police have been unable to find the attacker.",https://mynorthwest.com/2621912/seattle-jogger-kidnapping-lake-city/,0,Q9,5
2322,"Edmonds police: Patient escapes hospital, assaults four people in naked “violent rampage”",KIRO-TV,2021-02-01 00:00:00,"Edmonds sergeant injured An Edmonds Police Department sergeant was punched in the face by the suspect, police said. The 19-year veteran suffered bleeding, ...",https://www.kiro7.com/news/local/police-man-violently-attacked-swedish-hospital-employee-before-running-naked-around-edmonds/VBO2LGOJPVDKZBTORWYZTRZ7HM/,0,Q9,0
2323,‘Just Drive Them Around for a Bit’: WSP Officers May Have Violated Protestors’ First Amendment Rights on MLK Day,South Seattle Emerald,2021-02-01 00:00:00,"... to get their property back from the Seattle Police Department (SPD). Surely, Monsieree reasoned, it would make more sense to drop them off all together.",https://southseattleemerald.com/2021/02/10/just-drive-them-around-for-a-bit-wsp-officers-may-have-violated-protestors-first-amendment-rights-on-mlk-day/,0,Q9,3
2324,'Why aren't we coming together?' Seattle still reeling from year of violent protests,KOMO News,2021-02-01 00:00:00,Seattle still reeling from year of violent protests ... But the chair of the Seattle police department's African American Community Advisory Council is ...,https://komonews.com/news/local/why-arent-we-coming-together-seattle-still-reeling-from-year-of-violent-protests,0,Q9,4
2325,Pyro attacks harm Queen Anne camp residents | Feb. 17-23 ...,Real Change,2021-02-01 00:00:00,Potgieter's observation was confirmed by a narrative summary of the police response to the incident provided to Real Change by the Seattle Police Department ...,https://www.realchangenews.org/news/2021/02/17/pyro-attacks-harm-queen-anne-camp-residents,0,Q9,3
2326,Washington State Patrol employee charged with two counts of attempted child rape,The Seattle Times,2021-02-01 00:00:00,"According to the charges, he answered an ad placed by an undercover officer as part of a sting operation by the Seattle Police Department's Internet Crimes ...",https://www.seattletimes.com/seattle-news/crime/washington-state-patrol-employee-charged-with-two-counts-of-attempted-child-rape/,0,Q9,3
2327,"Exonerated after 23 years in prison, man sues Bothell, Bothell police, King County and sheriff’s deputies",The Seattle Times,2021-02-01 00:00:00,"The Bothell Police Department referred questions about the lawsuit to the Bothell ... which loops around North Seattle and into Bothell, when Gochanour was ...",https://www.seattletimes.com/seattle-news/crime/exonerated-after-23-years-in-prison-man-sues-bothell-bothell-police-king-county-and-county-sheriffs-deputies/,0,Q9,3
2328,"Rescuers search Lake Washington after phone, wallet found in empty, running boat",The Seattle Times,2021-02-01 00:00:00,"The search, led by the King County Marine Rescue Dive Unit with assistance from the U.S. Coast Guard and Seattle Police Department, started Tuesday when a ...",https://www.seattletimes.com/seattle-news/rescuers-search-lake-washington-after-phone-wallet-found-in-empty-running-boat/,0,Q9,3
2329,Boeing 777 lands safely in Colorado after engine failure rains debris on suburb,The Seattle Times,2021-02-01 00:00:00,The Broomfield Police Department wrote that it had received no reports of injuries on the ground. The National Transportation Safety Board said it was ...,https://www.seattletimes.com/business/boeing-aerospace/boeing-777-lands-safely-in-colorado-after-engine-failure-rains-debris-on-suburb/,0,Q9,3
2330,Police: Man seriously wounded in early morning North Seattle shooting,KOMO News,2021-02-01 00:00:00,Police spoke with witnesses and gathered evidence in the area and found two vehicles and a building damaged by gunfire. Please call the SPD Violent Crimes ...,https://komonews.com/news/local/police-man-seriously-wounded-in-early-morning-north-seattle-shooting,0,Q9,3
2331,Racial disparities prompt calls to repeal King County’s bicycle helmet law,The Seattle Times,2021-02-01 00:00:00,"If King County repeals its law, Seattle's mandate also goes away. ... to violators, said Detective Valerie Carson with the Seattle Police Department.",https://www.seattletimes.com/seattle-news/transportation/racial-disparities-prompt-calls-to-repeal-king-countys-bicycle-helmet-law/,0,Q9,3
2332,"Cash, drugs and gun seized from tents and vehicle in Pioneer Square bust",The Seattle Times,2021-02-01 00:00:00,"Three men were arrested in Pioneer Square on Tuesday after Seattle police served warrants on a vehicle and three tents and found narcotics, cash and a ...",https://www.seattletimes.com/seattle-news/crime/cash-drugs-and-gun-seized-from-tents-and-vehicle-in-pioneer-square-bust/,0,Q9,2
2333,LISTEN: Federal judge scolds Seattle City Council,KOMO,2021-02-01 00:00:00,"THIS EPISODE OF THE KOMO POLITICAST: In a review of progress on the Seattle Police Department consent decree, federal judge James Robart had some harsh ...",https://komonews.com/news/podcast/politicast/listen-federal-judge-scolds-seattle-city-council,0,Q9,3
2334,Brake-cutting vandal puts Des Moines residents on edge,KING 5,2021-02-01 00:00:00,"David Mohr of the Des Moines Police Department. “The victims appear to be random, the vehicles are opportunistic that he picks. Sometimes it'll be multiple ...",https://www.king5.com/article/news/crime/brake-cutting-vandal-puts-des-moines-residents-on-edge/281-0f82bbe2-e9be-4365-9c3e-78f845ea7eda,0,Q9,3
2335,Black Brilliance Research Project Releases Final Report,South Seattle Emerald,2021-02-01 00:00:00,"... the Seattle City Council set aside funds, including diverting some money away from the police department, to fund the research project.",https://southseattleemerald.com/2021/03/03/black-brilliance-research-project-releases-final-report/,0,Q9,4
2336,Operation ‘Crystal Cowboy’ nets 25 drug arrests in South Texas,KIRO-TV,2021-02-01 00:00:00,"PLEASANTON, Texas — A South Texas police department announced 25 arrests after an eight-month investigation into the trafficking of narcotics.",https://www.kiro7.com/news/trending/operation-crystal-cowboy-nets-25-drug-arrests-south-texas/Z2ABTM44O5DWBJDLAXZI736TZQ/,0,Q9,5
2337,OPINON: The Terrifying Reality Behind the Black Muslim Experience in Amerikkka,South Seattle Emerald,2021-02-01 00:00:00,Those street cameras are directly used by the Seattle Police Department (SPD) and other City entities such as Seattle Department of Traffic (SDOT).,https://southseattleemerald.com/2021/02/06/opinon-the-terrifying-reality-behind-the-black-muslim-experience-in-amerikkka/,0,Q9,3
2338,National crime study recommends urgent action,The Seattle Times,2021-02-01 00:00:00,The National Commission on Criminal Justice (membership including Seattle Police Chief Adrian Diaz) recommends urgent action — which council is taking — to ...,https://www.seattletimes.com/opinion/seattle-crime-study-recommends-urgent-action/,0,Q9,3
2339,"Seattle burglaries trending down, but not in North Precinct",KOMO News,2021-02-01 00:00:00,"It represents a 44 percent increase. However, police said the jump is misleading because the burglary reports taken in January of last year were unusually low ...",https://komonews.com/news/operation-crime-justice/seattle-burglaries-trending-down-but-not-in-north-precinct,0,Q9,3
2340,Asian American residents of Seattle speak out after Georgia shootings,The Seattle Times,2021-03-01 00:00:00,"The Seattle Police Department received 14 reports of anti-Asian hate crimes in 2020, compared to nine in 2019 and six in 2018, according to SPD Blotter. Two ...",https://www.seattletimes.com/seattle-news/seattle-leaders-pledge-increased-patrols-and-protections-for-asian-americans-after-georgia-shootings/,0,Q9,3
